ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,key_resp_2.keys,key_resp_2.rt,reaction_time.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,space,19.1535736647,,,,,,,,,,,,,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
,,,,,,,,,,,,,,,,,,,,,space,38.4004721089,,,,,,,,,,,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
,,,,,,,,,,,,,,,,,,,,,,,space,78.0193552301,,,,,,,,,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
,,,,,,,,,,,,,,,,,,,,,,,,,8,22.392,,,,,,,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,68.725471055,,,,,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
pratique/fcloud_D1.4_30,1.4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,None,None,None,260.121,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
pratique/fcloud65-35_D1.2_30,1.2,1,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,None,None,None,269.331,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
pratique/fcloud80-20_D1.8_30,1.8,2,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,None,None,None,279.721,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
pratique/fcloud_D0.8_30,0.8,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,None,None,None,291.561,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
pratique/fcloud65-35_D1.6_30,1.6,1,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,None,None,None,301.769,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,45.7118943266,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud65-35_D1.5_1.tif,1.5,1,,,,,0,0,0,57,,,,,,,,,,,,,,,,,,,None,None,None,357.304,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud80-20_D1.2_1.tif,1.2,2,,,,,0,1,1,84,,,,,,,,,,,,,,,,,,,None,None,None,366.412,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud80-20_D1.3_1.tif,1.3,2,,,,,0,2,2,87,,,,,,,,,,,,,,,,,,,None,None,None,378.583,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud65-35_D1.6_3.tif,1.6,1,,,,,0,3,3,62,,,,,,,,,,,,,,,,,,,None,None,None,387.26,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud80-20_D0.9_2.tif,0.9,2,,,,,0,4,4,76,,,,,,,,,,,,,,,,,,,None,None,None,395.936,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud65-35_D1.6_2.tif,1.6,1,,,,,0,5,5,61,,,,,,,,,,,,,,,,,,,1,space,2,8.945,,,15.9119314414,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud65-35_D1.3_2.tif,1.3,1,,,,,0,6,6,52,,,,,,,,,,,,,,,,,,,None,None,None,18.485,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud80-20_D1.4_2.tif,1.4,2,,,,,0,7,7,91,,,,,,,,,,,,,,,,,,,None,None,None,28.36,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud65-35_D1.5_2.tif,1.5,1,,,,,0,8,8,58,,,,,,,,,,,,,,,,,,,1,None,3,2.667,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
images/fcloud80-20_D1.5_2.tif,1.5,2,,,,,0,9,9,94,,,,,,,,,,,,,,,,,,,1,None,2,2.267,,,,,,2019_Jan_19_1734,59.96116252773898,Cloud_Experiment_FR_REAL,001,08,
