ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,Flow01.response,Flow02.response,Flow03.response,Flow04.response,Flow05.response,Flow06.response,Flow07.response,Flow08.response,Flow09.response,Flow10.response,key_resp_2.keys,key_resp_2.rt,reaction_time.rt,key_resp_8.keys,key_resp_8.rt,key_resp_3.keys,key_resp_3.rt,Redondance_question.response,date,frameRate,expName,session,participant,
images/fcloud80-20_D1.1_9.tif,1.1,2,,,,,,,,,,,,,0,10,10,110,,,,,,,,,,,None,None,None,18.287,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.4_9.tif,1.4,1,,,,,,,,,,,,,0,11,11,74,,,,,,,,,,,None,None,None,27.926,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D0.8_7.tif,0.8,1,,,,,,,,,,,,,0,12,12,48,,,,,,,,,,,None,None,None,37.254,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.1_7.tif,1.1,1,,,,,,,,,,,,,0,13,13,60,,,,,,,,,,,None,None,None,46.679,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.3_9.tif,1.3,0,,,,,,,,,,,,,0,14,14,22,,,,,,,,,,,None,None,None,55.186,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D0.9_9.tif,0.9,2,,,,,,,,,,,,,0,15,15,102,,,,,,,,,,,None,None,None,63.661,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.5_7.tif,1.5,2,,,,,,,,,,,,,0,16,16,124,,,,,,,,,,,None,None,None,72.174,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.8_8.tif,1.8,2,,,,,,,,,,,,,0,17,17,137,,,,,,,,,,,None,None,None,80.535,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.8_7.tif,1.8,1,,,,,,,,,,,,,0,18,18,88,,,,,,,,,,,None,None,None,89.074,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.8_10.tif,1.8,1,,,,,,,,,,,,,0,19,19,91,,,,,,,,,,,None,None,None,97.731,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.1_7.tif,1.1,0,,,,,,,,,,,,,0,20,20,12,,,,,,,,,,,None,None,None,106.441,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.5_8.tif,1.5,1,,,,,,,,,,,,,0,21,21,77,,,,,,,,,,,1,None,1,0.669,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.3_9.tif,1.3,2,,,,,,,,,,,,,0,22,22,118,,,,,,,,,,,1,None,3,1.253,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D0.9_7.tif,0.9,2,,,,,,,,,,,,,0,23,23,100,,,,,,,,,,,2,None,2,1.251,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.9_7.tif,1.9,1,,,,,,,,,,,,,0,24,24,92,,,,,,,,,,,None,None,None,10.145,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1_7.tif,1.0,1,,,,,,,,,,,,,0,25,25,56,,,,,,,,,,,None,None,None,19.118,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.2_7.tif,1.2,0,,,,,,,,,,,,,0,26,26,16,,,,,,,,,,,None,None,None,27.593,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.6_9.tif,1.6,2,,,,,,,,,,,,,0,27,27,130,,,,,,,,,,,None,None,None,36.039,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.6_9.tif,1.6,0,,,,,,,,,,,,,0,28,28,34,,,,,,,,,,,None,None,None,44.629,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1_9.tif,1.0,0,,,,,,,,,,,,,0,29,29,10,,,,,,,,,,,None,None,None,53.14,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.9_10.tif,1.9,2,,,,,,,,,,,,,0,30,30,143,,,,,,,,,,,None,None,None,61.517,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.8_10.tif,1.8,0,,,,,,,,,,,,,0,31,31,43,,,,,,,,,,,None,None,None,70.139,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.4_8.tif,1.4,0,,,,,,,,,,,,,0,32,32,25,,,,,,,,,,,2,None,3,0.453,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.6_8.tif,1.6,1,,,,,,,,,,,,,0,33,33,81,,,,,,,,,,,None,None,None,9.397,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.6_8.tif,1.6,2,,,,,,,,,,,,,0,34,34,129,,,,,,,,,,,None,None,None,17.903,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.7_7.tif,1.7,0,,,,,,,,,,,,,0,35,35,36,,,,,,,,,,,1,None,3,0.819,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.1_9.tif,1.1,1,,,,,,,,,,,,,0,36,36,62,,,,,,,,,,,None,None,None,9.579,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.6_10.tif,1.6,1,,,,,,,,,,,,,0,37,37,83,,,,,,,,,,,None,None,None,17.985,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.3_8.tif,1.3,1,,,,,,,,,,,,,0,38,38,69,,,,,,,,,,,None,None,None,26.365,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D0.9_8.tif,0.9,2,,,,,,,,,,,,,0,39,39,101,,,,,,,,,,,None,None,None,34.771,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D0.9_8.tif,0.9,0,,,,,,,,,,,,,0,40,40,5,,,,,,,,,,,None,None,None,43.265,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.8_8.tif,1.8,0,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,None,None,None,51.822,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.2_9.tif,1.2,1,,,,,,,,,,,,,0,42,42,66,,,,,,,,,,,None,None,None,60.301,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.6_10.tif,1.6,0,,,,,,,,,,,,,0,43,43,35,,,,,,,,,,,1,None,1,1.519,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.4_10.tif,1.4,1,,,,,,,,,,,,,0,44,44,75,,,,,,,,,,,1,None,4,0.652,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.2_10.tif,1.2,0,,,,,,,,,,,,,0,45,45,19,,,,,,,,,,,1,None,2,1.651,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.1_7.tif,1.1,2,,,,,,,,,,,,,0,46,46,108,,,,,,,,,,,None,None,None,12.207,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.4_8.tif,1.4,1,,,,,,,,,,,,,0,47,47,73,,,,,,,,,,,1,None,3,0.953,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.5_9.tif,1.5,1,,,,,,,,,,,,,0,48,48,78,,,,,,,,,,,1,None,4,0.453,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1_7.tif,1.0,2,,,,,,,,,,,,,0,49,49,104,,,,,,,,,,,None,None,None,9.496,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.2_10.tif,1.2,2,,,,,,,,,,,,,0,50,50,115,,,,,,,,,,,None,None,None,18.455,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1_7.tif,1.0,0,,,,,,,,,,,,,0,51,51,8,,,,,,,,,,,1,None,2,0.52,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D0.8_8.tif,0.8,2,,,,,,,,,,,,,0,52,52,97,,,,,,,,,,,None,None,None,9.21,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.2_9.tif,1.2,0,,,,,,,,,,,,,0,53,53,18,,,,,,,,,,,1,None,2,0.637,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1_10.tif,1.0,1,,,,,,,,,,,,,0,54,54,59,,,,,,,,,,,1,None,3,1.137,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.3_10.tif,1.3,1,,,,,,,,,,,,,0,55,55,71,,,,,,,,,,,None,None,None,9.942,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.4_7.tif,1.4,0,,,,,,,,,,,,,0,56,56,24,,,,,,,,,,,None,None,None,18.769,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.6_7.tif,1.6,2,,,,,,,,,,,,,0,57,57,128,,,,,,,,,,,None,None,None,27.212,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.6_9.tif,1.6,1,,,,,,,,,,,,,0,58,58,82,,,,,,,,,,,None,None,None,35.621,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D0.8_10.tif,0.8,1,,,,,,,,,,,,,0,59,59,51,,,,,,,,,,,None,None,None,44.629,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1_8.tif,1.0,0,,,,,,,,,,,,,0,60,60,9,,,,,,,,,,,None,None,None,53.471,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.6_7.tif,1.6,0,,,,,,,,,,,,,0,61,61,32,,,,,,,,,,,None,None,None,61.864,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D0.8_10.tif,0.8,0,,,,,,,,,,,,,0,62,62,3,,,,,,,,,,,None,None,None,70.328,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.9_8.tif,1.9,1,,,,,,,,,,,,,0,63,63,93,,,,,,,,,,,1,None,3,2.966,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.1_8.tif,1.1,1,,,,,,,,,,,,,0,64,64,61,,,,,,,,,,,None,None,None,11.974,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D0.9_8.tif,0.9,1,,,,,,,,,,,,,0,65,65,53,,,,,,,,,,,None,None,None,20.819,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.2_9.tif,1.2,2,,,,,,,,,,,,,0,66,66,114,,,,,,,,,,,None,None,None,29.325,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.7_8.tif,1.7,1,,,,,,,,,,,,,0,67,67,85,,,,,,,,,,,1,None,2,0.899,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.9_10.tif,1.9,0,,,,,,,,,,,,,0,68,68,47,,,,,,,,,,,1,None,2,1.635,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1_8.tif,1.0,1,,,,,,,,,,,,,0,69,69,57,,,,,,,,,,,None,None,None,10.411,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.8_7.tif,1.8,0,,,,,,,,,,,,,0,70,70,40,,,,,,,,,,,1,None,3,0.552,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.5_10.tif,1.5,1,,,,,,,,,,,,,0,71,71,79,,,,,,,,,,,1,None,2,1.685,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.3_7.tif,1.3,0,,,,,,,,,,,,,0,72,72,20,,,,,,,,,,,None,None,None,10.512,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.9_9.tif,1.9,0,,,,,,,,,,,,,0,73,73,46,,,,,,,,,,,None,None,None,18.92,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.7_10.tif,1.7,1,,,,,,,,,,,,,0,74,74,87,,,,,,,,,,,None,None,None,27.362,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.8_10.tif,1.8,2,,,,,,,,,,,,,0,75,75,139,,,,,,,,,,,1,None,1,1.153,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.5_8.tif,1.5,0,,,,,,,,,,,,,0,76,76,29,,,,,,,,,,,1,None,1,0.536,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.3_9.tif,1.3,1,,,,,,,,,,,,,0,77,77,70,,,,,,,,,,,None,None,None,9.242,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.7_9.tif,1.7,2,,,,,,,,,,,,,0,78,78,134,,,,,,,,,,,None,None,None,17.869,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1_10.tif,1.0,0,,,,,,,,,,,,,0,79,79,11,,,,,,,,,,,None,None,None,26.511,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.4_10.tif,1.4,0,,,,,,,,,,,,,0,80,80,27,,,,,,,,,,,1,None,3,0.519,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.9_8.tif,1.9,2,,,,,,,,,,,,,0,81,81,141,,,,,,,,,,,None,None,None,9.477,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.2_8.tif,1.2,0,,,,,,,,,,,,,0,82,82,17,,,,,,,,,,,2,None,2,1.585,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D0.8_9.tif,0.8,0,,,,,,,,,,,,,0,83,83,2,,,,,,,,,,,None,None,None,11.493,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.1_10.tif,1.1,2,,,,,,,,,,,,,0,84,84,111,,,,,,,,,,,None,None,None,20.801,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D0.9_7.tif,0.9,1,,,,,,,,,,,,,0,85,85,52,,,,,,,,,,,None,None,None,29.126,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.5_9.tif,1.5,0,,,,,,,,,,,,,0,86,86,30,,,,,,,,,,,1,None,2,1.603,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.5_9.tif,1.5,2,,,,,,,,,,,,,0,87,87,126,,,,,,,,,,,None,None,None,13.107,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.4_7.tif,1.4,1,,,,,,,,,,,,,0,88,88,72,,,,,,,,,,,None,None,None,22.364,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.7_7.tif,1.7,1,,,,,,,,,,,,,0,89,89,84,,,,,,,,,,,None,None,None,31.044,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D0.9_10.tif,0.9,2,,,,,,,,,,,,,0,90,90,103,,,,,,,,,,,1,None,2,0.588,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.8_7.tif,1.8,2,,,,,,,,,,,,,0,91,91,136,,,,,,,,,,,None,None,None,9.561,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.4_9.tif,1.4,0,,,,,,,,,,,,,0,92,92,26,,,,,,,,,,,None,None,None,18.436,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1_9.tif,1.0,1,,,,,,,,,,,,,0,93,93,58,,,,,,,,,,,1,None,2,0.834,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.9_7.tif,1.9,2,,,,,,,,,,,,,0,94,94,140,,,,,,,,,,,2,None,1,3.833,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.2_8.tif,1.2,2,,,,,,,,,,,,,0,95,95,113,,,,,,,,,,,2,None,2,1.37,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.1_10.tif,1.1,1,,,,,,,,,,,,,0,96,96,63,,,,,,,,,,,None,None,None,10.541,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1_9.tif,1.0,2,,,,,,,,,,,,,0,97,97,106,,,,,,,,,,,None,None,None,18.855,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.4_9.tif,1.4,2,,,,,,,,,,,,,0,98,98,122,,,,,,,,,,,None,None,None,27.276,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.5_7.tif,1.5,0,,,,,,,,,,,,,0,99,99,28,,,,,,,,,,,1,None,4,0.735,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.6_10.tif,1.6,2,,,,,,,,,,,,,0,100,100,131,,,,,,,,,,,1,None,2,0.419,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.7_10.tif,1.7,2,,,,,,,,,,,,,0,101,101,135,,,,,,,,,,,1,None,3,1.087,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.8_9.tif,1.8,1,,,,,,,,,,,,,0,102,102,90,,,,,,,,,,,None,None,None,9.792,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.9_9.tif,1.9,2,,,,,,,,,,,,,0,103,103,142,,,,,,,,,,,1,None,1,0.503,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.9_10.tif,1.9,1,,,,,,,,,,,,,0,104,104,95,,,,,,,,,,,None,None,None,9.517,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.3_8.tif,1.3,2,,,,,,,,,,,,,0,105,105,117,,,,,,,,,,,None,None,None,18.485,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.4_7.tif,1.4,2,,,,,,,,,,,,,0,106,106,120,,,,,,,,,,,None,None,None,26.96,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D1.8_8.tif,1.8,1,,,,,,,,,,,,,0,107,107,89,,,,,,,,,,,None,None,None,35.472,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.9_7.tif,1.9,0,,,,,,,,,,,,,0,108,108,44,,,,,,,,,,,1,None,3,0.453,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.7_8.tif,1.7,2,,,,,,,,,,,,,0,109,109,133,,,,,,,,,,,None,None,None,10.093,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.5_10.tif,1.5,2,,,,,,,,,,,,,0,110,110,127,,,,,,,,,,,None,None,None,18.519,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud65-35_D0.9_9.tif,0.9,1,,,,,,,,,,,,,0,111,111,54,,,,,,,,,,,2,None,2,0.785,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D0.8_7.tif,0.8,2,,,,,,,,,,,,,0,112,112,96,,,,,,,,,,,None,None,None,11.725,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.3_7.tif,1.3,2,,,,,,,,,,,,,0,113,113,116,,,,,,,,,,,None,None,None,20.117,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.6_8.tif,1.6,0,,,,,,,,,,,,,0,114,114,33,,,,,,,,,,,None,None,None,28.477,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D1.1_8.tif,1.1,0,,,,,,,,,,,,,0,115,115,13,,,,,,,,,,,1,None,1,0.605,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud_D0.9_9.tif,0.9,0,,,,,,,,,,,,,0,116,116,6,,,,,,,,,,,None,None,None,9.777,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
images/fcloud80-20_D1.1_8.tif,1.1,2,,,,,,,,,,,,,0,117,117,109,,,,,,,,,,,1,None,2,2.899,,,,,,,,,,,,,,,,,,,2019_Feb_10_1539,60.149189570012176,Cloud_Experiment_FR_REAL,001,18,
