ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,reaction_time.rt,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,Flow01.response,Flow01.rt,Flow02.response,Flow02.rt,Flow03.response,Flow03.rt,Flow04.response,Flow04.rt,Flow05.response,Flow05.rt,Flow06.response,Flow06.rt,Flow07.response,Flow07.rt,Flow08.response,Flow08.rt,Flow09.response,Flow09.rt,Flow10.response,Flow10.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
images/fcloud_D0.8_1.tif,0.8,0,,,,,0,23,23,0,,,,,,,,,,,,,,,,,,,None,None,None,29.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.2_2.tif,1.2,1,,,,,0,24,24,49,,,,,,,,,,,,,,,,,,,None,None,None,37.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.3_2.tif,1.3,2,,,,,0,25,25,88,,,,,,,,,,,,,,,,,,,None,None,None,46.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.6_1.tif,1.6,1,,,,,0,26,26,60,,,,,,,,,,,,,,,,,,,None,None,None,55.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.7_1.tif,1.7,0,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,None,None,None,63.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.7_3.tif,1.7,2,,,,,0,28,28,101,,,,,,,,,,,,,,,,,,,None,None,None,72.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1_2.tif,1.0,1,,,,,0,29,29,43,,,,,,,,,,,,,,,,,,,None,None,None,80.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.2_3.tif,1.2,2,,,,,0,30,30,86,,,,,,,,,,,,,,,,,,,None,None,None,89.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.1_1.tif,1.1,2,,,,,0,31,31,81,,,,,,,,,,,,,,,,,,,None,None,None,97.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D0.8_2.tif,0.8,1,,,,,0,32,32,37,,,,,,,,,,,,,,,,,,,None,None,None,105.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.1_2.tif,1.1,0,,,,,0,33,33,10,,,,,,,,,,,,,,,,,,,None,None,None,114.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.2_1.tif,1.2,1,,,,,0,34,34,48,,,,,,,,,,,,,,,,,,,None,None,None,122.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.4_3.tif,1.4,1,,,,,0,35,35,56,,,,,,,,,,,,,,,,,,,1,space,5,1.102,3.74729735148,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.8_3.tif,1.8,2,,,,,0,36,36,104,,,,,,,,,,,,,,,,,,,None,None,None,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.9_2.tif,1.9,0,,,,,0,37,37,34,,,,,,,,,,,,,,,,,,,None,None,None,19.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D0.8_2.tif,0.8,2,,,,,0,38,38,73,,,,,,,,,,,,,,,,,,,None,None,None,27.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1_1.tif,1.0,1,,,,,0,39,39,42,,,,,,,,,,,,,,,,,,,None,None,None,36.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D0.8_1.tif,0.8,1,,,,,0,40,40,36,,,,,,,,,,,,,,,,,,,1,space,4,2.801,4.04277612767,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.8_2.tif,1.8,1,,,,,0,41,41,67,,,,,,,,,,,,,,,,,,,None,None,None,11.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.5_2.tif,1.5,0,,,,,0,42,42,22,,,,,,,,,,,,,,,,,,,None,None,None,20.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.4_1.tif,1.4,1,,,,,0,43,43,54,,,,,,,,,,,,,,,,,,,None,None,None,29.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.7_3.tif,1.7,0,,,,,0,44,44,29,,,,,,,,,,,,,,,,,,,None,None,None,38.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D0.9_1.tif,0.9,0,,,,,0,45,45,3,,,,,,,,,,,,,,,,,,,None,None,None,46.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.2_1.tif,1.2,0,,,,,0,46,46,12,,,,,,,,,,,,,,,,,,,1,space,5,1.368,5.93507937537,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.4_3.tif,1.4,2,,,,,0,47,47,92,,,,,,,,,,,,,,,,,,,None,None,None,10.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.7_2.tif,1.7,0,,,,,0,48,48,28,,,,,,,,,,,,,,,,,,,None,None,None,18.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.1_1.tif,1.1,0,,,,,0,49,49,9,,,,,,,,,,,,,,,,,,,None,None,None,26.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.6_2.tif,1.6,2,,,,,0,50,50,97,,,,,,,,,,,,,,,,,,,None,None,None,35.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.6_2.tif,1.6,0,,,,,0,51,51,25,,,,,,,,,,,,,,,,,,,1,space,5,3.8,4.52768704694,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.8_1.tif,1.8,2,,,,,0,52,52,102,,,,,,,,,,,,,,,,,,,None,None,None,13.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.1_2.tif,1.1,2,,,,,0,53,53,82,,,,,,,,,,,,,,,,,,,None,None,None,21.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D0.8_3.tif,0.8,0,,,,,0,54,54,2,,,,,,,,,,,,,,,,,,,1,None,4,1.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.8_1.tif,1.8,1,,,,,0,55,55,66,,,,,,,,,,,,,,,,,,,None,None,None,10.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.9_3.tif,1.9,0,,,,,0,56,56,35,,,,,,,,,,,,,,,,,,,None,None,None,20.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.9_2.tif,1.9,1,,,,,0,57,57,70,,,,,,,,,,,,,,,,,,,None,None,None,28.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.2_1.tif,1.2,2,,,,,0,58,58,84,,,,,,,,,,,,,,,,,,,None,None,None,37.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.9_1.tif,1.9,1,,,,,0,59,59,69,,,,,,,,,,,,,,,,,,,None,None,None,45.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.5_1.tif,1.5,0,,,,,0,60,60,21,,,,,,,,,,,,,,,,,,,None,None,None,54.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.5_2.tif,1.5,1,,,,,0,61,61,58,,,,,,,,,,,,,,,,,,,None,None,None,62.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1_3.tif,1.0,1,,,,,0,62,62,44,,,,,,,,,,,,,,,,,,,None,None,None,71.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.2_2.tif,1.2,2,,,,,0,63,63,85,,,,,,,,,,,,,,,,,,,1,space,5,1.151,2.37405220958,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.7_3.tif,1.7,1,,,,,0,64,64,65,,,,,,,,,,,,,,,,,,,None,None,None,10.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.1_3.tif,1.1,0,,,,,0,65,65,11,,,,,,,,,,,,,,,,,,,1,None,4,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1_2.tif,1.0,0,,,,,0,66,66,7,,,,,,,,,,,,,,,,,,,1,None,5,1.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.3_1.tif,1.3,0,,,,,0,67,67,15,,,,,,,,,,,,,,,,,,,1,space,5,0.903,6.45917265798,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.7_2.tif,1.7,1,,,,,0,68,68,64,,,,,,,,,,,,,,,,,,,None,None,None,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.5_1.tif,1.5,1,,,,,0,69,69,57,,,,,,,,,,,,,,,,,,,None,None,None,17.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.2_3.tif,1.2,0,,,,,0,70,70,14,,,,,,,,,,,,,,,,,,,1,space,3,1.151,6.99826506159,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1_1.tif,1.0,0,,,,,0,71,71,6,,,,,,,,,,,,,,,,,,,2,space,5,0.785,3.28317227963,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D0.8_2.tif,0.8,0,,,,,0,72,72,1,,,,,,,,,,,,,,,,,,,None,None,None,9.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud80-20_D1.6_3.tif,1.6,2,,,,,0,73,73,98,,,,,,,,,,,,,,,,,,,None,None,None,17.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D0.9_3.tif,0.9,0,,,,,0,74,74,5,,,,,,,,,,,,,,,,,,,None,None,None,26.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.8_2.tif,1.8,0,,,,,0,75,75,31,,,,,,,,,,,,,,,,,,,None,None,None,34.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D1.6_3.tif,1.6,1,,,,,0,76,76,62,,,,,,,,,,,,,,,,,,,None,None,None,42.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D0.8_3.tif,0.8,1,,,,,0,77,77,38,,,,,,,,,,,,,,,,,,,None,None,None,51.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud65-35_D0.9_1.tif,0.9,1,,,,,0,78,78,39,,,,,,,,,,,,,,,,,,,1,None,3,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D0.9_2.tif,0.9,0,,,,,0,79,79,4,,,,,,,,,,,,,,,,,,,1,space,4,0.736,6.0300110933,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
images/fcloud_D1.4_3.tif,1.4,0,,,,,0,80,80,20,,,,,,,,,,,,,,,,,,,None,None,None,10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jan_23_1608,60.50555193460508,Cloud_Experiment_FR_REAL,001,09,
