ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,reaction_time.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
images/fcloud80-20_D0.8_6.tif,0.8,2,,,,,,,,,0,35,35,74,,,,,,,,,,,,,,,1,space,3,1.084,8.07807527317,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_5.tif,1.4,0,,,,,,,,,0,36,36,19,,,,,,,,,,,,,,,2,space,5,0.538,3.38304336317,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_5.tif,1.5,1,,,,,,,,,0,37,37,58,,,,,,,,,,,,,,,1,space,4,0.734,2.67632748425,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.2_5.tif,1.2,2,,,,,,,,,0,38,38,85,,,,,,,,,,,,,,,1,space,4,0.584,3.99676196399,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_4.tif,1.2,1,,,,,,,,,0,39,39,48,,,,,,,,,,,,,,,None,None,None,10.927,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_5.tif,1.6,2,,,,,,,,,0,40,40,97,,,,,,,,,,,,,,,None,None,None,19.703,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_6.tif,1.9,2,,,,,,,,,0,41,41,107,,,,,,,,,,,,,,,2,space,5,0.688,3.39004068752,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_4.tif,1.5,0,,,,,,,,,0,42,42,21,,,,,,,,,,,,,,,2,space,5,0.518,5.33524442057,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_6.tif,1.7,2,,,,,,,,,0,43,43,101,,,,,,,,,,,,,,,None,None,None,9.76,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_5.tif,1.2,1,,,,,,,,,0,44,44,49,,,,,,,,,,,,,,,None,space,None,18.885,3.77523537321,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_6.tif,1.2,0,,,,,,,,,0,45,45,14,,,,,,,,,,,,,,,1,space,2,0.934,8.04281517389,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_4.tif,1.8,2,,,,,,,,,0,46,46,102,,,,,,,,,,,,,,,None,None,None,10.274,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.8_4.tif,1.8,1,,,,,,,,,0,47,47,66,,,,,,,,,,,,,,,3,space,5,1.535,6.03644294111,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_4.tif,1.2,0,,,,,,,,,0,48,48,12,,,,,,,,,,,,,,,1,space,5,0.538,6.50671330863,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_4.tif,1.0,2,,,,,,,,,0,49,49,78,,,,,,,,,,,,,,,1,space,4,0.569,5.37083762782,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_6.tif,1.8,0,,,,,,,,,0,50,50,32,,,,,,,,,,,,,,,1,space,4,0.435,7.76295869821,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_6.tif,0.9,2,,,,,,,,,0,51,51,77,,,,,,,,,,,,,,,2,space,3,0.801,5.92640420704,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.1_4.tif,1.1,2,,,,,,,,,0,52,52,81,,,,,,,,,,,,,,,1,space,3,1.534,5.34545253598,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_5.tif,1.3,1,,,,,,,,,0,53,53,52,,,,,,,,,,,,,,,2,space,3,0.834,7.43670151106,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_4.tif,0.9,1,,,,,,,,,0,54,54,39,,,,,,,,,,,,,,,1,space,5,0.535,3.43412198024,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_6.tif,1.8,2,,,,,,,,,0,55,55,104,,,,,,,,,,,,,,,1,space,4,2.4,6.84272007362,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_5.tif,1.2,0,,,,,,,,,0,56,56,13,,,,,,,,,,,,,,,1,None,4,1.217,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.5_4.tif,1.5,2,,,,,,,,,0,57,57,93,,,,,,,,,,,,,,,1,space,3,0.636,7.76455741102,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.2_4.tif,1.2,2,,,,,,,,,0,58,58,84,,,,,,,,,,,,,,,2,space,5,1.001,4.38242546836,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_6.tif,1.6,2,,,,,,,,,0,59,59,98,,,,,,,,,,,,,,,None,None,None,10.078,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_6.tif,0.9,1,,,,,,,,,0,60,60,41,,,,,,,,,,,,,,,2,space,4,0.586,7.2131474851,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.4_5.tif,1.4,2,,,,,,,,,0,61,61,91,,,,,,,,,,,,,,,1,space,4,0.851,3.52569738062,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_4.tif,1.9,1,,,,,,,,,0,62,62,69,,,,,,,,,,,,,,,2,space,4,0.652,5.95999568191,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_6.tif,1.9,0,,,,,,,,,0,63,63,35,,,,,,,,,,,,,,,1,None,4,2.299,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_5.tif,0.9,1,,,,,,,,,0,64,64,40,,,,,,,,,,,,,,,2,space,5,0.587,6.56941575016,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_6.tif,1.3,0,,,,,,,,,0,65,65,17,,,,,,,,,,,,,,,3,space,5,1.253,5.23931908197,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_5.tif,1.8,0,,,,,,,,,0,66,66,31,,,,,,,,,,,,,,,None,None,None,10.096,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.7_4.tif,1.7,2,,,,,,,,,0,67,67,99,,,,,,,,,,,,,,,None,None,None,19.252,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_5.tif,1.9,2,,,,,,,,,0,68,68,106,,,,,,,,,,,,,,,1,None,3,1.134,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.1_4.tif,1.1,1,,,,,,,,,0,69,69,45,,,,,,,,,,,,,,,2,space,4,0.789,4.58623410604,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_4.tif,1.3,1,,,,,,,,,0,70,70,51,,,,,,,,,,,,,,,2,space,4,0.804,6.95246785224,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.8_5.tif,0.8,2,,,,,,,,,0,71,71,73,,,,,,,,,,,,,,,2,space,5,0.969,2.73486761784,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_4.tif,1.1,0,,,,,,,,,0,72,72,9,,,,,,,,,,,,,,,2,space,4,0.637,6.22031444777,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_6.tif,0.9,0,,,,,,,,,0,73,73,5,,,,,,,,,,,,,,,1,space,4,1.051,7.47075357975,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_5.tif,0.9,0,,,,,,,,,0,74,74,4,,,,,,,,,,,,,,,1,space,4,0.701,7.84901622616,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_5.tif,1.4,1,,,,,,,,,0,75,75,55,,,,,,,,,,,,,,,1,space,4,0.867,5.7418428378,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_4.tif,1.6,0,,,,,,,,,0,76,76,24,,,,,,,,,,,,,,,None,None,None,10.141,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.4_4.tif,1.4,1,,,,,,,,,0,77,77,54,,,,,,,,,,,,,,,2,space,4,1.4,5.76764328656,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_6.tif,1.6,0,,,,,,,,,0,78,78,26,,,,,,,,,,,,,,,5,space,5,0.884,2.89694368263,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.7_4.tif,1.7,0,,,,,,,,,0,79,79,27,,,,,,,,,,,,,,,1,space,5,1.004,3.14419052954,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.3_4.tif,1.3,2,,,,,,,,,0,80,80,87,,,,,,,,,,,,,,,1,None,4,1.353,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_5.tif,1.7,1,,,,,,,,,0,81,81,64,,,,,,,,,,,,,,,None,None,None,10.045,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_5.tif,1.6,1,,,,,,,,,0,82,82,61,,,,,,,,,,,,,,,1,space,4,0.487,5.32033475299,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.7_5.tif,1.7,0,,,,,,,,,0,83,83,28,,,,,,,,,,,,,,,2,space,4,0.903,2.63937305784,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_6.tif,1.7,1,,,,,,,,,0,84,84,65,,,,,,,,,,,,,,,1,space,4,0.603,6.07789226939,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.5_6.tif,1.5,2,,,,,,,,,0,85,85,95,,,,,,,,,,,,,,,1,space,4,0.936,3.38759840952,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_4.tif,1.5,1,,,,,,,,,0,86,86,57,,,,,,,,,,,,,,,2,space,5,0.969,3.70043566209,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_4.tif,1.7,1,,,,,,,,,0,87,87,63,,,,,,,,,,,,,,,None,None,None,10.008,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_6.tif,1.4,0,,,,,,,,,0,88,88,20,,,,,,,,,,,,,,,2,space,1,4.33,4.45790630308,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_6.tif,1.3,1,,,,,,,,,0,89,89,53,,,,,,,,,,,,,,,1,space,5,0.453,4.36223953447,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.3_5.tif,1.3,2,,,,,,,,,0,90,90,88,,,,,,,,,,,,,,,None,None,None,9.328,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.9_5.tif,1.9,0,,,,,,,,,0,91,91,34,,,,,,,,,,,,,,,3,space,5,5.2,5.248801865,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_5.tif,0.9,2,,,,,,,,,0,92,92,76,,,,,,,,,,,,,,,1,space,5,0.52,3.87297378574,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.3_4.tif,1.3,0,,,,,,,,,0,93,93,15,,,,,,,,,,,,,,,1,space,4,0.636,6.21838159888,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_6.tif,1.9,1,,,,,,,,,0,94,94,71,,,,,,,,,,,,,,,1,space,4,0.451,8.38523735231,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_4.tif,1.4,0,,,,,,,,,0,95,95,18,,,,,,,,,,,,,,,None,None,None,9.145,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_6.tif,1.0,0,,,,,,,,,0,96,96,8,,,,,,,,,,,,,,,3,space,5,0.604,2.19722255779,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.5_6.tif,1.5,0,,,,,,,,,0,97,97,23,,,,,,,,,,,,,,,5,space,5,0.669,6.03832335639,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.8_6.tif,1.8,1,,,,,,,,,0,98,98,68,,,,,,,,,,,,,,,1,None,2,0.552,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_5.tif,1.0,0,,,,,,,,,0,99,99,7,,,,,,,,,,,,,,,1,space,5,0.538,4.66976762118,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.8_5.tif,1.8,2,,,,,,,,,0,100,100,103,,,,,,,,,,,,,,,1,None,2,0.82,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.1_6.tif,1.1,0,,,,,,,,,0,101,101,11,,,,,,,,,,,,,,,4,space,5,0.867,1.8949912996,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_4.tif,0.9,2,,,,,,,,,0,102,102,75,,,,,,,,,,,,,,,2,space,5,0.638,3.22970110239,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_5.tif,1.6,0,,,,,,,,,0,103,103,25,,,,,,,,,,,,,,,1,space,3,0.485,7.64082989129,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_4.tif,0.8,0,,,,,,,,,0,104,104,0,,,,,,,,,,,,,,,2,space,5,1.818,3.59607929821,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.1_5.tif,1.1,2,,,,,,,,,0,105,105,82,,,,,,,,,,,,,,,1,space,2,0.502,6.97283010723,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_4.tif,1.6,1,,,,,,,,,0,106,106,60,,,,,,,,,,,,,,,1,space,2,0.635,5.58353737055,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_6.tif,0.8,0,,,,,,,,,0,107,107,2,,,,,,,,,,,,,,,1,space,4,0.535,7.30987166605,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,,,5,556.143,,,,,,,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.62774923342,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.7_9.tif,1.7,1,,,,,,,,,,,,,0,0,0,86,,,,,,,,,,,1,space,2,0.503,5.29504424732,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_9.tif,0.9,1,,,,,,,,,,,,,0,1,1,54,,,,,,,,,,,2,space,4,1.184,5.54039371514,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_10.tif,1.9,1,,,,,,,,,,,,,0,2,2,95,,,,,,,,,,,1,space,2,0.45,5.69310934219,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.6_8.tif,1.6,0,,,,,,,,,,,,,0,3,3,33,,,,,,,,,,,1,space,4,1.283,4.79939649877,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.4_7.tif,1.4,2,,,,,,,,,,,,,0,4,4,120,,,,,,,,,,,None,None,None,10.778,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.5_9.tif,1.5,2,,,,,,,,,,,,,0,5,5,126,,,,,,,,,,,None,None,None,19.717,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_7.tif,1.4,0,,,,,,,,,,,,,0,6,6,24,,,,,,,,,,,3,space,5,1.4,4.74233684517,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.2_8.tif,1.2,0,,,,,,,,,,,,,0,7,7,17,,,,,,,,,,,2,space,5,2.253,2.26385341192,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.4_9.tif,1.4,2,,,,,,,,,,,,,0,8,8,122,,,,,,,,,,,None,None,None,11.475,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.7_10.tif,1.7,0,,,,,,,,,,,,,0,9,9,39,,,,,,,,,,,2,space,4,1.219,5.70354261392,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1_8.tif,1.0,1,,,,,,,,,,,,,0,10,10,57,,,,,,,,,,,None,None,None,9.775,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.3_9.tif,1.3,2,,,,,,,,,,,,,0,11,11,118,,,,,,,,,,,4,space,4,1.8,3.22314329556,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_7.tif,1.8,0,,,,,,,,,,,,,0,12,12,40,,,,,,,,,,,5,space,5,0.503,2.82838769045,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_9.tif,1.6,1,,,,,,,,,,,,,0,13,13,82,,,,,,,,,,,4,None,4,1.301,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_8.tif,1.9,1,,,,,,,,,,,,,0,14,14,93,,,,,,,,,,,2,space,3,1.352,4.2964836029,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.9_7.tif,0.9,1,,,,,,,,,,,,,0,15,15,52,,,,,,,,,,,1,space,5,0.535,3.04127095095,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_7.tif,1.5,1,,,,,,,,,,,,,0,16,16,76,,,,,,,,,,,None,None,None,10.025,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_9.tif,0.8,0,,,,,,,,,,,,,0,17,17,2,,,,,,,,,,,5,space,5,0.419,1.00988477442,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_10.tif,1.9,2,,,,,,,,,,,,,0,18,18,143,,,,,,,,,,,1,space,5,0.817,6.41950223999,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.1_10.tif,1.1,1,,,,,,,,,,,,,0,19,19,63,,,,,,,,,,,1,space,5,2.633,1.59776180208,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.8_8.tif,1.8,0,,,,,,,,,,,,,0,20,20,41,,,,,,,,,,,3,space,3,0.469,2.41689392208,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.5_8.tif,1.5,1,,,,,,,,,,,,,0,21,21,77,,,,,,,,,,,3,space,2,0.471,5.41075404242,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_10.tif,0.9,2,,,,,,,,,,,,,0,22,22,103,,,,,,,,,,,1,None,3,1.018,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D0.8_8.tif,0.8,1,,,,,,,,,,,,,0,23,23,49,,,,,,,,,,,None,None,None,10.477,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_8.tif,1.2,1,,,,,,,,,,,,,0,24,24,65,,,,,,,,,,,3,space,5,0.601,3.73313473654,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.9_8.tif,0.9,0,,,,,,,,,,,,,0,25,25,5,,,,,,,,,,,2,space,4,0.652,4.2573079424,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D0.9_8.tif,0.9,2,,,,,,,,,,,,,0,26,26,101,,,,,,,,,,,5,space,5,0.433,2.86138902954,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_8.tif,0.8,0,,,,,,,,,,,,,0,27,27,1,,,,,,,,,,,4,space,4,0.569,1.34621745066,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.5_10.tif,1.5,2,,,,,,,,,,,,,0,28,28,127,,,,,,,,,,,2,space,3,0.501,4.20306839765,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.2_10.tif,1.2,1,,,,,,,,,,,,,0,29,29,67,,,,,,,,,,,None,None,None,9.461,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1_7.tif,1.0,2,,,,,,,,,,,,,0,30,30,104,,,,,,,,,,,None,None,None,18.485,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.3_8.tif,1.3,2,,,,,,,,,,,,,0,31,31,117,,,,,,,,,,,3,space,3,1.019,5.83600393764,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.9_9.tif,1.9,2,,,,,,,,,,,,,0,32,32,142,,,,,,,,,,,1,None,2,0.621,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.6_7.tif,1.6,2,,,,,,,,,,,,,0,33,33,128,,,,,,,,,,,1,space,3,0.7,8.10959253384,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.3_7.tif,1.3,1,,,,,,,,,,,,,0,34,34,68,,,,,,,,,,,1,space,2,0.619,7.62906778592,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D0.8_10.tif,0.8,0,,,,,,,,,,,,,0,35,35,3,,,,,,,,,,,2,space,3,0.501,2.70041098743,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud80-20_D1.5_8.tif,1.5,2,,,,,,,,,,,,,0,36,36,125,,,,,,,,,,,None,None,None,9.646,,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.6_8.tif,1.6,1,,,,,,,,,,,,,0,37,37,81,,,,,,,,,,,3,space,4,0.753,4.29628209313,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1.4_9.tif,1.4,0,,,,,,,,,,,,,0,38,38,26,,,,,,,,,,,5,space,5,0.437,2.04563939516,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.8_7.tif,1.8,1,,,,,,,,,,,,,0,39,39,88,,,,,,,,,,,2,space,3,0.72,5.35845043091,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud65-35_D1.9_7.tif,1.9,1,,,,,,,,,,,,,0,40,40,92,,,,,,,,,,,1,space,3,1.002,5.50333390734,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
images/fcloud_D1_7.tif,1.0,0,,,,,,,,,,,,,0,41,41,8,,,,,,,,,,,3,space,5,0.7,2.90386492677,,,,,2019_Jan_15_1804,60.66010582633617,Cloud_Experiment_FR_REAL,001,04,
