ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,reaction_time.rt,Flow01.response,Flow02.response,Flow03.response,Flow04.response,Flow05.response,Flow06.response,Flow07.response,Flow08.response,Flow09.response,Flow10.response,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_3.keys,key_resp_3.rt,Redondance,date,frameRate,expName,session,participant
images/fcloud80-20_D1.9_5.tif,1.9,2,,,,,,,,,0,90,90,106,,,,,,,,,,,,,,,None,None,None,10.79,,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.1_4.tif,1.1,2,,,,,,,,,0,91,91,81,,,,,,,,,,,,,,,1,space,5,2.9,4.0238679,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.8_4.tif,0.8,1,,,,,,,,,0,92,92,36,,,,,,,,,,,,,,,1,space,5,1.103,6.1581695,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_6.tif,1.1,0,,,,,,,,,0,93,93,11,,,,,,,,,,,,,,,2,space,4,4.898,3.7154379,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.4_5.tif,1.4,2,,,,,,,,,0,94,94,91,,,,,,,,,,,,,,,None,None,None,14.022,,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.6_4.tif,1.6,1,,,,,,,,,0,95,95,60,,,,,,,,,,,,,,,3,space,3,2.682,5.1566077,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.6_4.tif,1.6,2,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,None,None,None,12.19,,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.9_4.tif,1.9,0,,,,,,,,,0,97,97,33,,,,,,,,,,,,,,,3,space,4,2.382,3.4908722,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_4.tif,1.3,1,,,,,,,,,0,98,98,51,,,,,,,,,,,,,,,1,space,1,2.95,5.3271246,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.4_6.tif,1.4,2,,,,,,,,,0,99,99,92,,,,,,,,,,,,,,,3,space,2,1.967,3.2417096,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.9_5.tif,0.9,2,,,,,,,,,0,100,100,76,,,,,,,,,,,,,,,2,space,5,1.619,2.5296845,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.8_5.tif,0.8,0,,,,,,,,,0,101,101,1,,,,,,,,,,,,,,,1,space,4,1.267,7.0250084,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.8_6.tif,1.8,1,,,,,,,,,0,102,102,68,,,,,,,,,,,,,,,3,space,5,1.587,1.5493406,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_4.tif,1.2,1,,,,,,,,,0,103,103,48,,,,,,,,,,,,,,,2,space,3,1.235,1.5937264,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_5.tif,1.2,0,,,,,,,,,0,104,104,13,,,,,,,,,,,,,,,3,space,2,1.235,2.2546592,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.4_6.tif,1.4,1,,,,,,,,,0,105,105,56,,,,,,,,,,,,,,,2,space,2,1.218,4.3064669,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.8_5.tif,1.8,2,,,,,,,,,0,106,106,103,,,,,,,,,,,,,,,2,space,2,1.268,3.095809,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.7_6.tif,1.7,1,,,,,,,,,0,107,107,65,,,,,,,,,,,,,,,4,space,3,1.268,2.4519887,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.0483115,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,2,5.339,,,,,,,,,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,753.1296785,,2019_Apr_12_1610,60.45872452,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.9_8.tif,0.9,2,,,,,,,,,,,,,0,0,0,101,,,,,,,,,,,1,space,4,5.042814,4.403,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.8_10.tif,0.8,2,,,,,,,,,,,,,0,1,1,99,,,,,,,,,,,3,space,3,3.0634784,1.572,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1_10.tif,1,2,,,,,,,,,,,,,0,2,2,107,,,,,,,,,,,1,space,1,6.6709754,0.986,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.8_7.tif,0.8,1,,,,,,,,,,,,,0,3,3,48,,,,,,,,,,,3,space,3,5.2318374,1.552,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.8_7.tif,1.8,1,,,,,,,,,,,,,0,4,4,88,,,,,,,,,,,4,space,3,3.7855312,1.052,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.4_7.tif,1.4,2,,,,,,,,,,,,,0,5,5,120,,,,,,,,,,,1,space,1,5.6132222,0.753,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.3_10.tif,1.3,2,,,,,,,,,,,,,0,6,6,119,,,,,,,,,,,3,space,4,4.2501407,0.955,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.8_10.tif,0.8,0,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,2,space,4,3.4304892,0.887,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.3_8.tif,1.3,2,,,,,,,,,,,,,0,8,8,117,,,,,,,,,,,2,space,1,1.7137059,0.803,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.9_10.tif,1.9,0,,,,,,,,,,,,,0,9,9,47,,,,,,,,,,,1,space,4,3.3330564,1.102,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1_9.tif,1,1,,,,,,,,,,,,,0,10,10,58,,,,,,,,,,,4,space,4,4.3463022,0.905,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.9_10.tif,0.9,2,,,,,,,,,,,,,0,11,11,103,,,,,,,,,,,2,space,3,3.4074611,5.601,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_8.tif,1.1,0,,,,,,,,,,,,,0,12,12,13,,,,,,,,,,,2,space,5,2.606464,1.159,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.8_9.tif,0.8,2,,,,,,,,,,,,,0,13,13,98,,,,,,,,,,,None,None,None,,10.728,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.9_8.tif,0.9,1,,,,,,,,,,,,,0,14,14,53,,,,,,,,,,,2,space,5,1.2260456,0.906,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_10.tif,1.1,0,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,2,space,5,2.0068563,1.286,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1_7.tif,1,2,,,,,,,,,,,,,0,16,16,104,,,,,,,,,,,2,space,4,3.9949792,0.738,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.2_8.tif,1.2,2,,,,,,,,,,,,,0,17,17,113,,,,,,,,,,,1,space,2,4.8224692,0.687,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.9_9.tif,1.9,2,,,,,,,,,,,,,0,18,18,142,,,,,,,,,,,None,None,None,,9.98,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1_8.tif,1,1,,,,,,,,,,,,,0,19,19,57,,,,,,,,,,,2,space,4,1.9615104,6.849,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.7_9.tif,1.7,2,,,,,,,,,,,,,0,20,20,134,,,,,,,,,,,1,space,1,5.8690727,1.007,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.8_8.tif,0.8,1,,,,,,,,,,,,,0,21,21,49,,,,,,,,,,,2,space,4,2.8125296,0.702,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1_10.tif,1,0,,,,,,,,,,,,,0,22,22,11,,,,,,,,,,,2,space,4,1.7187253,0.671,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.9_8.tif,0.9,0,,,,,,,,,,,,,0,23,23,5,,,,,,,,,,,2,space,3,4.8110624,0.889,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.7_9.tif,1.7,1,,,,,,,,,,,,,0,24,24,86,,,,,,,,,,,2,space,4,4.2015222,0.541,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.5_9.tif,1.5,1,,,,,,,,,,,,,0,25,25,78,,,,,,,,,,,3,space,4,1.8790155,0.622,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.2_7.tif,1.2,2,,,,,,,,,,,,,0,26,26,112,,,,,,,,,,,None,None,None,,9.829,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.5_10.tif,1.5,0,,,,,,,,,,,,,0,27,27,31,,,,,,,,,,,3,space,4,3.3783305,0.622,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.3_9.tif,1.3,2,,,,,,,,,,,,,0,28,28,118,,,,,,,,,,,1,space,4,7.2072536,0.638,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.4_7.tif,1.4,1,,,,,,,,,,,,,0,29,29,72,,,,,,,,,,,3,space,4,1.206036,0.608,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.8_9.tif,0.8,1,,,,,,,,,,,,,0,30,30,50,,,,,,,,,,,3,space,5,1.9067249,0.753,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.4_9.tif,1.4,2,,,,,,,,,,,,,0,31,31,122,,,,,,,,,,,2,space,4,5.9651739,0.74,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.5_8.tif,1.5,1,,,,,,,,,,,,,0,32,32,77,,,,,,,,,,,4,space,4,1.369011,0.672,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.3_9.tif,1.3,0,,,,,,,,,,,,,0,33,33,22,,,,,,,,,,,3,space,3,2.6501079,0.636,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.8_9.tif,1.8,0,,,,,,,,,,,,,0,34,34,42,,,,,,,,,,,2,space,5,3.0682711,0.573,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_10.tif,1.2,0,,,,,,,,,,,,,0,35,35,19,,,,,,,,,,,1,space,1,5.6042073,0.902,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.5_7.tif,1.5,2,,,,,,,,,,,,,0,36,36,124,,,,,,,,,,,2,space,4,1.6556928,0.671,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.8_8.tif,1.8,1,,,,,,,,,,,,,0,37,37,89,,,,,,,,,,,1,space,1,6.4767496,7.446,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.6_7.tif,1.6,1,,,,,,,,,,,,,0,38,38,80,,,,,,,,,,,3,space,4,1.2106756,0.656,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.9_10.tif,0.9,0,,,,,,,,,,,,,0,39,39,7,,,,,,,,,,,1,space,3,3.5114821,01.07,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.1_9.tif,1.1,2,,,,,,,,,,,,,0,40,40,110,,,,,,,,,,,None,None,None,,20.52,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.4_8.tif,1.4,1,,,,,,,,,,,,,0,41,41,73,,,,,,,,,,,4,space,4,1.4631528,0.62,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.8_8.tif,0.8,2,,,,,,,,,,,,,0,42,42,97,,,,,,,,,,,2,space,3,2.6957682,0.607,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.6_10.tif,1.6,1,,,,,,,,,,,,,0,43,43,83,,,,,,,,,,,1,space,3,3.9173283,0.556,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.9_8.tif,1.9,2,,,,,,,,,,,,,0,44,44,141,,,,,,,,,,,None,None,None,,9.696,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.6_8.tif,1.6,0,,,,,,,,,,,,,0,45,45,33,,,,,,,,,,,3,space,4,2.1001527,1.388,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1_10.tif,1,1,,,,,,,,,,,,,0,46,46,59,,,,,,,,,,,1,space,4,6.3386236,1.272,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.9_7.tif,1.9,1,,,,,,,,,,,,,0,47,47,92,,,,,,,,,,,None,None,None,,10.261,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_7.tif,1.3,1,,,,,,,,,,,,,0,48,48,68,,,,,,,,,,,2,space,3,1.6101822,0.871,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.1_10.tif,1.1,1,,,,,,,,,,,,,0,49,49,63,,,,,,,,,,,4,space,5,1.659036,0.705,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.6_10.tif,1.6,2,,,,,,,,,,,,,0,50,50,131,,,,,,,,,,,2,space,3,4.2649344,2.137,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.9_10.tif,0.9,1,,,,,,,,,,,,,0,51,51,55,,,,,,,,,,,4,space,4,2.478022,0.97,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.1_8.tif,1.1,2,,,,,,,,,,,,,0,52,52,109,,,,,,,,,,,2,space,3,4.5370422,0.537,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_8.tif,1.2,1,,,,,,,,,,,,,0,53,53,65,,,,,,,,,,,1,space,2,6.6521299,8.014,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1_9.tif,1,2,,,,,,,,,,,,,0,54,54,106,,,,,,,,,,,1,space,1,3.2298016,1.041,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.7_7.tif,1.7,2,,,,,,,,,,,,,0,55,55,132,,,,,,,,,,,2,space,3,5.3184979,0.757,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_8.tif,1.7,0,,,,,,,,,,,,,0,56,56,37,,,,,,,,,,,4,space,4,3.8796134,1.235,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.8_10.tif,0.8,1,,,,,,,,,,,,,0,57,57,51,,,,,,,,,,,2,space,4,3.8668337,0.821,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.5_8.tif,1.5,2,,,,,,,,,,,,,0,58,58,125,,,,,,,,,,,None,None,None,,18.022,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_7.tif,1.2,0,,,,,,,,,,,,,0,59,59,16,,,,,,,,,,,5,space,5,1.8286898,1.94,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.4_10.tif,1.4,1,,,,,,,,,,,,,0,60,60,75,,,,,,,,,,,None,None,None,,11.295,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_9.tif,1.2,0,,,,,,,,,,,,,0,61,61,18,,,,,,,,,,,3,space,4,4.9851227,0.689,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.8_9.tif,1.8,2,,,,,,,,,,,,,0,62,62,138,,,,,,,,,,,None,None,None,,10.276,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.7_7.tif,1.7,1,,,,,,,,,,,,,0,63,63,84,,,,,,,,,,,3,space,3,2.219137,1.052,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_10.tif,1.2,1,,,,,,,,,,,,,0,64,64,67,,,,,,,,,,,2,space,4,1.2546676,0.72,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_9.tif,1.2,1,,,,,,,,,,,,,0,65,65,66,,,,,,,,,,,3,space,4,0.7895356,0.722,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_10.tif,1.3,1,,,,,,,,,,,,,0,66,66,71,,,,,,,,,,,3,space,4,0.9900563,2.7,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_10.tif,1.7,0,,,,,,,,,,,,,0,67,67,39,,,,,,,,,,,2,space,4,3.5435578,0.603,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.8_7.tif,0.8,2,,,,,,,,,,,,,0,68,68,96,,,,,,,,,,,2,space,4,3.6930523,0.919,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.9_10.tif,1.9,2,,,,,,,,,,,,,0,69,69,143,,,,,,,,,,,2,space,3,2.6966932,0.619,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.9_8.tif,1.9,1,,,,,,,,,,,,,0,70,70,93,,,,,,,,,,,2,space,4,2.0654987,0.703,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_7.tif,1.7,0,,,,,,,,,,,,,0,71,71,36,,,,,,,,,,,4,space,4,1.0880266,1.369,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.9_7.tif,1.9,2,,,,,,,,,,,,,0,72,72,140,,,,,,,,,,,2,space,3,3.8160828,0.603,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1_8.tif,1,0,,,,,,,,,,,,,0,73,73,9,,,,,,,,,,,2,space,5,2.5864269,0.669,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_8.tif,1.3,1,,,,,,,,,,,,,0,74,74,69,,,,,,,,,,,1,space,5,6.0367347,0.769,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_7.tif,1.1,0,,,,,,,,,,,,,0,75,75,12,,,,,,,,,,,2,space,4,2.6571982,0.587,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.8_9.tif,1.8,1,,,,,,,,,,,,,0,76,76,90,,,,,,,,,,,3,space,4,1.8138811,0.735,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_9.tif,1.1,0,,,,,,,,,,,,,0,77,77,14,,,,,,,,,,,3,space,4,1.9888609,2.483,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.7_8.tif,1.7,2,,,,,,,,,,,,,0,78,78,133,,,,,,,,,,,2,space,3,4.6437106,7.447,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
