ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,reaction_time.rt,vividness.response,vividness.rt,Flow01.response,Flow02.response,Flow03.response,Flow04.response,Flow05.response,Flow06.response,Flow07.response,Flow08.response,Flow09.response,Flow10.response,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_3.keys,key_resp_3.rt,Redondance_question.response,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,space,14.6465171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,space,90.1560308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,space,52.8725591,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,7,8.773,,,,,,,,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.6981535,,,,,,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud80-20_D1_30,1.0,2,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,1,space,6.2141072,2,15.272,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud80-20_D1.8_30,1.8,2,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,1,None,,1,0.986,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud65-35_D1.6_30,1.6,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,space,5.7754896,2,4.383,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud_D0.8_30,0.8,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,1,space,1.7487401,5,1.684,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud80-20_D1.5_30,1.5,2,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,13.355,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud_D1.6_28,1.6,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,1,space,4.8560303,3,2.7,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud_D1.4_30,1.4,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,None,space,6.8982034,None,13.773,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud65-35_D1.9_29,1.9,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,23.564,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud65-35_D1.3_30,1.3,1,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,None,None,,None,33.439,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
pratique/fcloud65-35_D1.2_30,1.2,1,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,1,space,12.5973305,1,4.4,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.601145,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.3_3.tif,1.3,2,,,,,0,0,0,89,,,,,,,,,,,,,,,,,,,1,space,4.0744302,2,3.917,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.9_3.tif,1.9,1,,,,,0,1,1,71,,,,,,,,,,,,,,,,,,,None,None,,None,13.123,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.9_3.tif,1.9,2,,,,,0,2,2,107,,,,,,,,,,,,,,,,,,,None,None,,None,21.966,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1_1.tif,1.0,0,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,1,None,,1,1.551,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1.3_1.tif,1.3,0,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,None,None,,None,16.021,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.4_3.tif,1.4,2,,,,,0,5,5,92,,,,,,,,,,,,,,,,,,,None,None,,None,25.863,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.2_3.tif,1.2,2,,,,,0,6,6,86,,,,,,,,,,,,,,,,,,,1,space,3.693275,3,3.0,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.3_1.tif,1.3,2,,,,,0,7,7,87,,,,,,,,,,,,,,,,,,,None,None,,None,12.057,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.2_2.tif,1.2,1,,,,,0,8,8,49,,,,,,,,,,,,,,,,,,,None,None,,None,22.716,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.3_3.tif,1.3,1,,,,,0,9,9,53,,,,,,,,,,,,,,,,,,,None,None,,None,32.49,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.7_3.tif,1.7,2,,,,,0,10,10,101,,,,,,,,,,,,,,,,,,,None,None,,None,43.013,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D0.8_2.tif,0.8,1,,,,,0,11,11,37,,,,,,,,,,,,,,,,,,,1,space,6.7781713,4,2.185,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1.1_1.tif,1.1,0,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,1,space,3.927548,4,1.601,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D0.8_1.tif,0.8,0,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,2,space,2.1718388,3,2.434,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.9_1.tif,1.9,1,,,,,0,14,14,69,,,,,,,,,,,,,,,,,,,None,None,,None,13.538,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D0.9_1.tif,0.9,0,,,,,0,15,15,3,,,,,,,,,,,,,,,,,,,1,space,3.1033051,5,1.185,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.1_3.tif,1.1,1,,,,,0,16,16,47,,,,,,,,,,,,,,,,,,,1,space,6.8146309,3,1.069,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1_2.tif,1.0,0,,,,,0,17,17,7,,,,,,,,,,,,,,,,,,,1,space,6.2295019,2,1.169,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D0.9_2.tif,0.9,0,,,,,0,18,18,4,,,,,,,,,,,,,,,,,,,1,space,5.9632287,3,1.269,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1.6_3.tif,1.6,0,,,,,0,19,19,26,,,,,,,,,,,,,,,,,,,None,None,,None,10.576,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1.5_2.tif,1.5,0,,,,,0,20,20,22,,,,,,,,,,,,,,,,,,,None,None,,None,20.483,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.3_2.tif,1.3,2,,,,,0,21,21,88,,,,,,,,,,,,,,,,,,,None,None,,None,29.659,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.2_3.tif,1.2,1,,,,,0,22,22,50,,,,,,,,,,,,,,,,,,,1,space,6.8526423,1,0.652,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.1_2.tif,1.1,2,,,,,0,23,23,82,,,,,,,,,,,,,,,,,,,1,None,,1,0.619,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.1_2.tif,1.1,1,,,,,0,24,24,46,,,,,,,,,,,,,,,,,,,1,space,7.0790397,1,0.986,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.1_1.tif,1.1,1,,,,,0,25,25,45,,,,,,,,,,,,,,,,,,,None,None,,None,9.892,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D0.8_1.tif,0.8,2,,,,,0,26,26,72,,,,,,,,,,,,,,,,,,,1,space,3.9982781,2,1.335,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.7_3.tif,1.7,1,,,,,0,27,27,65,,,,,,,,,,,,,,,,,,,None,None,,None,10.659,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud65-35_D1.4_3.tif,1.4,1,,,,,0,28,28,56,,,,,,,,,,,,,,,,,,,None,None,,None,19.7,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1.6_3.tif,1.6,2,,,,,0,29,29,98,,,,,,,,,,,,,,,,,,,None,None,,None,29.842,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud80-20_D1_1.tif,1.0,2,,,,,0,30,30,78,,,,,,,,,,,,,,,,,,,1,None,,1,0.72,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
images/fcloud_D1.9_1.tif,1.9,0,,,,,0,31,31,33,,,,,,,,,,,,,,,,,,,None,None,,None,10.159,,,,,,,,,,,,,,,,,,2019_Sep_19_1637,59.76114664917558,Cloud_Experiment_FR_REAL,001,48,
